file,site,hole,type,core,section,distance_from_core_top1,mean_greyscale_values1,standard_deviation_of_greyscale_values1,median_of_greyscale_values1,mean_red_values1,standard_deviation_of_red_values1,median_of_red_values1,mean_green_values1,standard_deviation_of_green_values1,median_of_green_values1,mean_blue_values1,standard_deviation_of_blue_values1,median_of_blue_values1,distance_from_core_top2,mean_greyscale_values2,standard_deviation_of_greyscale_values2,median_of_greyscale_values2,mean_red_values2,standard_deviation_of_red_values2,median_of_red_values2,mean_green_values2,standard_deviation_of_green_values2,median_of_green_values2,mean_blue_values2,standard_deviation_of_blue_values2,median_of_blue_values2,Exp,Top depth CSF-B (m),Bottom depth CSF-B (m),top_depth,bot_depth,depth,age,colour
959A30X-2.dat,959,A,X,30,2,120.5,339.65389,91.941524,367,116.59191,30.900089,125,117.84716,31.446311,127,105.21481,29.811063,114,120.5,355.8562,56.842426,369,122.12782,18.517675,126,123.4573,19.007926,128,110.27107,19.594098,115,159,275.489,276.978,301.509,302.998,302.714,21.01712,#7A7B6E
959A30X-2.dat,959,A,X,30,2,121.5,351.8855,87.228522,374,120.10137,29.492372,127,121.77468,29.758816,129,110.00945,28.258601,118,121.5,367.05208,49.535096,376,125.27193,16.427522,127,127.02083,16.359027,130,114.75932,17.187223,118,159,275.489,276.978,301.509,302.998,302.724,21.01792,#7D7F72
959A30X-2.dat,959,A,X,30,2,122.5,339.34244,81.351649,361,115.51523,27.322961,122,117.78782,27.875316,125,106.03939,26.306692,113,122.5,352.56168,47.412589,362,120.00873,15.512752,123,122.36954,15.845872,125,110.18341,16.265049,114,159,275.489,276.978,301.509,302.998,302.73400000000004,21.018720000000002,#787A6E
959A30X-2.dat,959,A,X,30,2,123.5,336.27363,53.678675,343,114.92437,18.062092,117,116.8104,18.396756,119,104.53887,17.36316,107,123.5,341.48079,34.601166,344,116.70171,11.393188,117,118.61953,11.619059,119,106.15955,11.779005,107,159,275.489,276.978,301.509,302.998,302.744,21.019520000000004,#74766A
959A30X-2.dat,959,A,X,30,2,124.5,338.74632,57.658436,342,116.17857,19.30091,117,117.84349,19.482228,119,104.72426,19.07281,106,124.5,343.50746,42.679949,342,117.8081,14.005426,117,119.49947,14.050253,119,106.19989,14.836532,106,159,275.489,276.978,301.509,302.998,302.754,21.02032,#75776A
959A30X-2.dat,959,A,X,30,2,125.5,326.42122,73.436888,335,112.00578,24.392557,115,113.60032,24.987341,116,100.81513,24.210725,104,125.5,335.34324,52.202714,336,115.02757,16.958378,115,116.68162,17.466951,117,103.63405,17.940157,104,159,275.489,276.978,301.509,302.998,302.764,21.02112,#737467
959A30X-2.dat,959,A,X,30,2,126.5,295.18803,84.488162,317,101.48739,28.586123,109,103.05305,29.21833,111,90.647584,26.781639,97,126.5,314.79506,40.556412,319,108.17294,13.276886,109,109.8731,13.694035,111,96.749017,13.72881,98,159,275.489,276.978,301.509,302.998,302.774,21.02192,#6C6D60
959A30X-2.dat,959,A,X,30,2,127.5,326.97637,72.924618,344,112.46271,24.782049,118,113.81723,25.136228,120,100.69643,23.079343,106,127.5,338.72128,39.794771,345,116.4932,13.177876,118,117.89875,13.426009,120,104.32934,13.286637,106,159,275.489,276.978,301.509,302.998,302.784,21.02272,#747568
959A30X-2.dat,959,A,X,30,2,128.5,329.23109,68.586473,341,112.76418,23.342175,117,114.4979,23.525168,119,101.96901,21.837998,106,128.5,340.7481,32.143886,343,116.70294,10.733466,118,118.49184,10.550327,119,105.55332,11.061718,106,159,275.489,276.978,301.509,302.998,302.79400000000004,21.023520000000005,#747669
959A30X-2.dat,959,A,X,30,2,129.5,322.99422,72.722903,337,111.14076,24.741993,116,112.57931,25.044071,117,99.27416,23.122613,103,129.5,336.23687,33.242573,338,115.69147,10.839628,116,117.186,10.966655,118,103.35941,11.747314,104,159,275.489,276.978,301.509,302.998,302.80400000000003,21.024320000000003,#737567
959A30X-2.dat,959,A,X,30,2,130.5,289.78834,102.1655,323,100.26891,35.117237,112,101.2542,35.361261,113,88.265231,31.797681,99,130.5,319.0956,47.927828,328,110.39397,16.121101,113,111.48146,16.017434,114,97.220162,15.974479,100,159,275.489,276.978,301.509,302.998,302.814,21.02512,#6E6F61
959A30X-2.dat,959,A,X,30,2,131.5,310.31775,57.306005999999996,319,107.37027,19.495017,110,108.79832,19.661168,112,94.14916,18.334081,97,131.5,316.78702,36.762855,320,109.60676,12.196828,111,111.06277,12.219579,112,96.117489,12.573547,97,159,275.489,276.978,301.509,302.998,302.824,21.02592,#6D6F60
959A30X-2.dat,959,A,X,30,2,132.5,319.05882,58.482749,329,110.34611,20.106115,114,111.38288,19.992404,115,97.329832,18.519378,101,132.5,327.44576,29.562612,331,113.24123,10.0327,114,114.30329,9.5068905,115,99.901241,10.218322,101,159,275.489,276.978,301.509,302.998,302.834,21.02672,#717263
959A30X-2.dat,959,A,X,30,2,133.5,308.75945,56.224084,314,107.46166,19.4829,109,107.95483,19.385056,110,93.342962,17.524415,95,133.5,317.06854,25.803736,315,110.35078,8.8203204,110,110.85861,8.4100165,110,95.859147,8.87653,95,159,275.489,276.978,301.509,302.998,302.844,21.02752,#6E6E5F
959A30X-2.dat,959,A,X,30,2,134.5,306.31355,60.947501,313.5,105.85977,20.660603,108,107,20.945792,110,93.453782,19.584517,96,134.5,315.0081,33.144767,314,108.86062,10.704483,109,110.03241,10.94927,110,96.115073,11.822573,96,159,275.489,276.978,301.509,302.998,302.85400000000004,21.028320000000004,#6C6E60
959A30X-2.dat,959,A,X,30,2,135.5,305.02784,64.289535,316,105.79254,22.004646,109,106.47426,21.996115,110,92.761029,20.666283,96,135.5,314.53984,36.482578,316,109.08401,12.168021,110,109.78157,12.002959,110,95.674255,12.885724,96,159,275.489,276.978,301.509,302.998,302.86400000000003,21.029120000000002,#6D6D5F
959A30X-2.dat,959,A,X,30,2,136.5,293.32721,63.376351,300,101.38708,21.664204,104,103.17595,21.708575,106,88.764181,20.184607,90,136.5,302.65708,37.531205,302,104.60282,12.604122,104,106.44276,12.254023,106,91.611503,12.89955,91,159,275.489,276.978,301.509,302.998,302.874,21.02992,#686A5B
959A30X-2.dat,959,A,X,30,2,137.5,294.69748,64.007388,305.5,100.76523,21.613478,104,103.45378,22.195424,107,90.478466,20.315731,94,137.5,304.9037,34.947258,307.5,104.24755,11.482119,105,107.02666,11.81696,108,93.629489,11.82251,94,159,275.489,276.978,301.509,302.998,302.884,21.030720000000002,#686B5D
959A30X-2.dat,959,A,X,30,2,138.5,272.91912,76.548397,287,93.867647,26.045986,99,96.087185,26.419784,101,82.964286,24.279849,87,138.5,288.99276,40.959485,290,99.38663,13.578905,100,101.72423,13.483846,102,87.881894,14.177544,88,159,275.489,276.978,301.509,302.998,302.894,21.03152,#636557
959A30X-2.dat,959,A,X,30,2,139.5,238.46901,108.25564,282,81.792542,36.816335,96,84.032038,37.606063,99,72.644433,33.936312,86,139.5,278.89061,53.251818,288,95.602596,17.743369,98,98.196539,17.811969,101,85.091471,17.844315,88,159,275.489,276.978,301.509,302.998,302.904,21.03232,#5F6255
959A30X-2.dat,959,A,X,30,2,140.5,259.42227,87.858287,292.5,88.448004,29.383746,99,91.308298,30.115944,103,79.665966,28.459258,91,140.5,277.32788,60.140643,296,94.494921,19.821321,100,97.49605,20.342368,104,85.336907,20.084742,92,159,275.489,276.978,301.509,302.998,302.914,21.03312,#5E6155
959A30X-2.dat,959,A,X,30,2,141.5,256.10032,92.821273,289,87.083508,31.076886,98,90.019958,32.095031,101,78.996849,29.765063,89,141.5,279.70208,56.888127,293,95.049076,18.710863,99,98.245958,19.322033,103,86.407044,19.003421,91,159,275.489,276.978,301.509,302.998,302.92400000000004,21.033920000000002,#5F6256
959A30X-2.dat,959,A,X,30,2,142.5,231.78992,118.8707,283,78.940651,40.283248,97,81.342962,41.42295,100,71.506303,37.2342,87,142.5,284.68138,51.939504,293,96.93316,17.201407,99,99.838417,17.704735,103,87.909799,17.169976,90,159,275.489,276.978,301.509,302.998,302.934,21.034720000000004,#606357
959A30X-2.dat,959,A,X,30,2,143.5,262.34244,80.083098,283,89.731092,27.199447,97,92.455882,27.811998,100,80.155462,25.146716,86,143.5,283.376,33.824301,285,96.89818,11.268513,98,99.794653,11.407266,100,86.683163,11.277392,87,159,275.489,276.978,301.509,302.998,302.944,21.035520000000002,#606356
959A30X-2.dat,959,A,X,30,2,144.5,269.39811,93.490705,300,92.464811,31.807831,103,94.42437,32.312071,105,82.508929,29.437518,92,144.5,294.4312,48.976259,304,101.01382,16.446983,104,103.1445,16.486706,106,90.272884,16.133313,93,159,275.489,276.978,301.509,302.998,302.954,21.03632,#65675A
959A30X-2.dat,959,A,X,30,2,145.5,272.07353,85.61532,296,93.792542,29.211651,102,95.48792,29.844911,104,82.793067,26.631508,90,145.5,294.48946,38.73259,299,101.4735,12.937608000000001,103,103.34074,13.192813,105,89.675214,12.73251,91,159,275.489,276.978,301.509,302.998,302.964,21.03712,#656759
959A30X-2.dat,959,A,X,30,2,146.5,290.6833,81.888034,303,100.01681,27.819963,104.5,101.73477,28.245481,107,88.931723,25.924576,92.5,146.5,307.79855,43.320291,306,105.90095,14.207897000000001,105,107.7212,14.336074,107,94.176405,14.880651,93,159,275.489,276.978,301.509,302.998,302.974,21.03792,#696B5E
959A30X-2.dat,959,A,X,30,2,147.5,289.33771,82.429523,308,99.731618,28.187066,106,101.34874,28.643022,108,88.257353,25.672048,94,147.5,308.79585,35.876876,311,106.4313,11.858247,107,108.15816,12.039437,109,94.206394,12.087505,95,159,275.489,276.978,301.509,302.998,302.98400000000004,21.03872,#6A6C5E
959A30X-2.dat,959,A,X,30,2,148.5,281.18277,111.58594,320,96.715336,38.083155,110,97.882878,38.615986,112,86.584559,34.962937,99,148.5,319.55556,44.208733,326,109.91219,14.34062,112,111.24014,14.726019,114,98.403226,15.244311,101,159,275.489,276.978,301.509,302.998,302.994,21.039520000000003,#6D6F62
959A30X-2.dat,959,A,X,30,2,149.5,236.48267,167.31348,319,81.028361,57.139505,110,81.745798,57.683942,111,73.708508,52.528346,98,149.5,346.19169,55.810482,359,118.61355,18.307046,123,119.66744,18.6236,124,107.9107,18.957004,112,159,275.489,276.978,301.509,302.998,303.004,21.04032,#76776B
959A30X-3.dat,959,A,X,30,3,0.5,244.38792,132.2763,296,84.161102,45.405718,102,85.026497,45.834588,103,75.200318,41.152835,90,0.5,308.15863,50.384213,307,106.11847,16.876686,106,107.20281,16.957761,107,94.837349,16.869013,94,159,276.978,278.468,302.998,304.488,303.003,21.040239999999997,#6A6B5E
959A30X-3.dat,959,A,X,30,3,1.5,301.8018,38.831254,302,104.37255,13.311169,104,105.13725,12.773362,105,92.291998,12.901415,92,1.5,301.8018,38.831254,302,104.37255,13.311169,104,105.13725,12.773362,105,92.291998,12.901415,92,159,276.978,278.468,302.998,304.488,303.013,21.04104,#68695C
959A30X-3.dat,959,A,X,30,3,2.5,314.87705,48.023862,314,107.90196,15.315814,108,109.60466,16.133508,110,97.370429,16.777979,97,2.5,315.13103,47.411425,314,107.98515,15.10929,108,109.68966,15.92944,110,97.456233,16.578572,97,159,276.978,278.468,302.998,304.488,303.02299999999997,21.041839999999997,#6B6D61
959A30X-3.dat,959,A,X,30,3,3.5,342.34976,52.254481,345,116.2443,16.583961,118,118.63222,17.393621,119,107.47324,18.487025,108,3.5,342.67745,51.301127,345,116.35225,16.256896,118,118.74271,17.067622,119,107.58249,18.189093,108,159,276.978,278.468,302.998,304.488,303.033,21.042640000000002,#74766B
959A30X-3.dat,959,A,X,30,3,4.5,355.40911,79.324248,374,119.8177,25.612531,127,122.31955,26.699938,128,113.27186,27.252108,119,4.5,359.80387,70.485648,376,121.29554,22.483368,127,123.82106,23.617237,129,114.68726,24.630168,119,159,276.978,278.468,302.998,304.488,303.043,21.04344,#797B72
959A30X-3.dat,959,A,X,30,3,5.5,326.45575,139.30737,380,110.18601,46.487605,128,112.34605,47.614922,131,103.92369,45.367306,121,5.5,374.85923,65.658589,389,126.49299,20.994136,131,128.97441,21.940981,134,119.39183,23.001711,124,159,276.978,278.468,302.998,304.488,303.053,21.04424,#7E8077
959A30X-3.dat,959,A,X,30,3,6.5,329.60148,133.59771,378,111.2337,44.70178,127,113.75835,45.897078,130,104.60943,43.20652,120,6.5,376.97573,51.835262,384,127.21177,16.387074,129.5,130.10498,17.278547,132,119.65898,18.620101,122,159,276.978,278.468,302.998,304.488,303.063,21.04504,#7F8277
959A30X-3.dat,959,A,X,30,3,7.5,376.67992,55.162609,388,127.21622,17.567289,131,129.78166,18.133885,134,119.68203,19.716082,123,7.5,376.67992,55.162609,388,127.21622,17.567289,131,129.78166,18.133885,134,119.68203,19.716082,123,159,276.978,278.468,302.998,304.488,303.073,21.04584,#7F8177
959A30X-3.dat,959,A,X,30,3,8.5,373.58559,55.871833,384,126.24854,17.468445,130,129.01378,18.477059,133,118.32326,20.2603,122,8.5,373.95279,54.750626,384,126.36976,17.076002,130,129.13581,18.102404,133,118.44721,19.910042,122,159,276.978,278.468,302.998,304.488,303.08299999999997,21.046639999999996,#7E8176
959A30X-3.dat,959,A,X,30,3,9.5,410.70217,50.239863,426,136.07525,16.109568,140,140.59406,16.613935,145,134.03286,17.743996,139,9.5,410.70217,50.239863,426,136.07525,16.109568,140,140.59406,16.613935,145,134.03286,17.743996,139,159,276.978,278.468,302.998,304.488,303.093,21.04744,#888C86
959A30X-3.dat,959,A,X,30,3,10.5,396.70588,40.752361,406,133.37838,12.914595,136,136.20403,13.630452,139,127.12348,14.519198,130,10.5,396.70588,40.752361,406,133.37838,12.914595,136,136.20403,13.630452,139,127.12348,14.519198,130,159,276.978,278.468,302.998,304.488,303.103,21.04824,#85887F
959A30X-3.dat,959,A,X,30,3,11.5,389.9486,45.200168,400,130.23794,14.660169,133,134.22099,15.117196,138,125.48967,15.629179,129,11.5,389.9486,45.200168,400,130.23794,14.660169,133,134.22099,15.117196,138,125.48967,15.629179,129,159,276.978,278.468,302.998,304.488,303.113,21.04904,#82867D
959A30X-3.dat,959,A,X,30,3,12.5,369.22999,95.351085,404,121.51245,30.900462,132,127.22205,32.724354,139,120.4955,31.833539,132,12.5,385.12632,60.521987,405,126.70249,19.376953,132,132.70194,20.605787,140,125.72188,20.694837,133,159,276.978,278.468,302.998,304.488,303.123,21.04984,#7E847D
959A30X-3.dat,959,A,X,30,3,13.5,383.73662,82.013442,406,127.05564,27.052707,134,131.85904,27.629925,139,124.82194,27.42985,132,13.5,393.74564,56.470118,407,130.37582,18.500294,134,135.24074,18.955729,140,128.12908,19.155358,133,159,276.978,278.468,302.998,304.488,303.133,21.050639999999998,#828780
959A30X-3.dat,959,A,X,30,3,14.5,383.77878,80.738827,405,128.12212,26.317085,135,131.64064,27.255794,139,124.01602,27.29372,131.5,14.5,393.3056,55.843348,407,131.26605,17.929636,135,134.89111,18.610396,139,127.14843,19.460928,132,159,276.978,278.468,302.998,304.488,303.143,21.05144,#83867F
959A30X-3.dat,959,A,X,30,3,15.5,388.67674,35.456849,392,129.48437,11.516213,131,133.44144,11.960196,135,125.75093,12.173127,127,15.5,388.67674,35.456849,392,129.48437,11.516213,131,133.44144,11.960196,135,125.75093,12.173127,127,159,276.978,278.468,302.998,304.488,303.15299999999996,21.052239999999998,#81857D
959A30X-3.dat,959,A,X,30,3,16.5,367.38103,70.344852,386,123.22258,22.560118,129,126.07101,24.47056,133,118.08744,23.486651,124,16.5,375.54072,47.597634,387,125.84365,15.231706,129,128.95657,16.210299,133,120.7405,16.391231,124,159,276.978,278.468,302.998,304.488,303.163,21.05304,#7D8078
959A30X-3.dat,959,A,X,30,3,17.5,346.14573,101.16703,383,116.27716,32.97343,128,119.02279,35.563738,132,110.84579,32.734108,122,17.5,369.9151,53.778752,386,123.99829,17.677831,129,127.49516,18.143711,133,118.42165,18.108661,124,159,276.978,278.468,302.998,304.488,303.173,21.05384,#7B7F76
959A30X-3.dat,959,A,X,30,3,18.5,329.56333,90.429241,361,111.93217,29.653954,122,113.77371,31.469728,124,103.85745,29.463411,114,18.5,343.27106,65.256423,364,116.42683,21.392398,123,118.648,22.190391,125,108.19623,21.857154,115,159,276.978,278.468,302.998,304.488,303.183,21.05464,#74766C
959A30X-3.dat,959,A,X,30,3,19.5,364.80233,36.920519,369,122.87758,12.079024,124,126.2141,12.045898,128,115.71065,13.165881,117,19.5,364.80233,36.920519,369,122.87758,12.079024,124,126.2141,12.045898,128,115.71065,13.165881,117,159,276.978,278.468,302.998,304.488,303.193,21.055439999999997,#7A7E73
959A30X-3.dat,959,A,X,30,3,20.5,365.52782,41.055328,370,122.06942,13.117826,123,125.98675,14.216935,127,117.47165,14.090004,119,20.5,367.62827,31.616447,370,122.7184,10.32289,123,126.73173,10.760219,128,118.17813,11.00234,119,159,276.978,278.468,302.998,304.488,303.203,21.05624,#7A7E76
959A30X-3.dat,959,A,X,30,3,21.5,358.86169,46.361362,364,120.34181,15.354567,122,123.67515,15.672515,126,114.84473,15.681032,117,21.5,361.82353,34.528946,365,121.29412,11.695765,122,124.70535,11.389703,126,115.82406,11.89087,117,159,276.978,278.468,302.998,304.488,303.21299999999997,21.057039999999997,#797C73
959A30X-3.dat,959,A,X,30,3,22.5,356.55008,52.596652,364,120.09963,16.444857,122,122.99629,17.707278,125,113.45416,18.97126,116,22.5,359.48075,42.806199,364,121.05615,13.061838,122,124.00642,14.226102,126,114.41818,16.109859,116,159,276.978,278.468,302.998,304.488,303.223,21.057840000000002,#797C72
959A30X-3.dat,959,A,X,30,3,23.5,355.76736,43.217377,356,119.84155,13.648046,121,122.78219,14.28281,123,113.14361,15.589615,113,23.5,355.9316,42.635673,356,119.89502,13.452524,121,122.83881,14.073189,123,113.19777,15.415161,113,159,276.978,278.468,302.998,304.488,303.233,21.05864,#777A71
959A30X-3.dat,959,A,X,30,3,24.5,345.16481,47.001871,347,116.6619,14.510396,117,119.14838,15.397946,120,109.35453,17.318301,110,24.5,345.31071,46.584967,347,116.70891,14.369788,117,119.19671,15.258202,120,109.40509,17.18303,110,159,276.978,278.468,302.998,304.488,303.243,21.05944,#74776D
959A30X-3.dat,959,A,X,30,3,25.5,309.21145,47.376723,313,104.94807,14.823402,106,107.52729,15.68757,109,96.736089,16.994643,99,25.5,309.34677,47.023112,313,104.99205,14.703667,106,107.57264,15.567523,109,96.782078,16.88129,99,159,276.978,278.468,302.998,304.488,303.253,21.06024,#686B60
959A30X-3.dat,959,A,X,30,3,26.5,300.30419,39.296055,296,102.6778,13.014392,101,104.84632,12.903127,104,92.780074,13.578602,91,26.5,300.30419,39.296055,296,102.6778,13.014392,101,104.84632,12.903127,104,92.780074,13.578602,91,159,276.978,278.468,302.998,304.488,303.263,21.06104,#66685C
959A30X-3.dat,959,A,X,30,3,27.5,294.64388,42.576839,290,101.3858,13.673071,100,102.78749,14.074785,102,90.470588,14.973857,89,27.5,294.64388,42.576839,290,101.3858,13.673071,100,102.78749,14.074785,102,90.470588,14.973857,89,159,276.978,278.468,302.998,304.488,303.27299999999997,21.061839999999997,#65665A
959A30X-3.dat,959,A,X,30,3,28.5,266.20933,51.221694,259,92.410705,16.632875,90,92.72284,17.185811,90,81.075782,17.489069,78,28.5,266.20933,51.221694,259,92.410705,16.632875,90,92.72284,17.185811,90,81.075782,17.489069,78,159,276.978,278.468,302.998,304.488,303.283,21.062640000000002,#5C5C51
959A30X-3.dat,959,A,X,30,3,29.5,248.95178,48.233441,247,87.581346,15.657408,87,86.785374,16.54295,86,74.585056,16.111194,74,29.5,248.95178,48.233441,247,87.581346,15.657408,87,86.785374,16.54295,86,74.585056,16.111194,74,159,276.978,278.468,302.998,304.488,303.293,21.06344,#57564A
959A30X-3.dat,959,A,X,30,3,30.5,248.95972,51.935778,254,87.555909,17.537354,89,86.809751,17.872868,89,74.594065,16.685492,76,30.5,249.05302,51.791137,254,87.586957,17.490054,89,86.840933,17.826191,89,74.625133,16.635234,76,159,276.978,278.468,302.998,304.488,303.303,21.064239999999998,#57564A
959A30X-3.dat,959,A,X,30,3,31.5,255.80604,59.812419,271,89.755167,20.531084,95,89.148914,20.682152,94,76.901961,18.728609,81,31.5,256.9419,58.099118,271,90.142857,19.950869,95,89.540512,20.093991,95,77.258529,18.187844,81,159,276.978,278.468,302.998,304.488,303.313,21.06504,#5A594D
959A30X-3.dat,959,A,X,30,3,32.5,317.9947,38.731887,320,111.79756,12.583057,112,111.22523,12.800933,112,94.971913,13.535694,96,32.5,317.9947,38.731887,320,111.79756,12.583057,112,111.22523,12.800933,112,94.971913,13.535694,96,159,276.978,278.468,302.998,304.488,303.323,21.065839999999998,#6F6F5E
959A30X-3.dat,959,A,X,30,3,33.5,312.80657,46.026817,319,110.76312,15.2316,113,109.1664,15.658703,111,92.877054,15.362041,95,33.5,312.80657,46.026817,319,110.76312,15.2316,113,109.1664,15.658703,111,92.877054,15.362041,95,159,276.978,278.468,302.998,304.488,303.33299999999997,21.066639999999996,#6E6D5C
959A30X-3.dat,959,A,X,30,3,34.5,301.02491,44.654214,307,105.00954,14.935951,107,105.66985,15.174197,108,90.345522,14.85013,92,34.5,303.24573,37.217929,307,105.76335,12.356805,107,106.43697,12.545514,108,91.045406,12.667249,92,159,276.978,278.468,302.998,304.488,303.343,21.06744,#696A5B
959A30X-3.dat,959,A,X,30,3,35.5,227.27557,135.28572,295,78.193429,46.391051,101,79.822999,47.286322,104,69.259141,41.671837,90,35.5,300.37474,48.697702,305,103.33544,16.220471,105,105.48702,16.295679,107,91.552281,16.319543,93,159,276.978,278.468,302.998,304.488,303.353,21.06824,#67695B
959A30X-3.dat,959,A,X,30,3,36.5,288.15898,106.05636,321,100.26921,36.720038,112,100.59036,36.773823,112,87.299417,32.662578,97,36.5,322.28368,41.137597,325,112.13412,13.838003,114,112.48961,13.716572,114,97.659941,13.787498,98,159,276.978,278.468,302.998,304.488,303.363,21.06904,#707061
959A30X-3.dat,959,A,X,30,3,37.5,318.03074,35.19398,320,110.68415,11.816863,111,111.18972,11.672812,112,96.156863,11.935928,97,37.5,318.03074,35.19398,320,110.68415,11.816863,111,111.18972,11.672812,112,96.156863,11.935928,97,159,276.978,278.468,302.998,304.488,303.373,21.06984,#6E6F60
959A30X-3.dat,959,A,X,30,3,38.5,300.08638,56.170326,305,103.59089,18.883218,105,105.15262,19.324599,107,91.342872,18.05114,93,38.5,305.49459,41.392268,305.5,105.41676,13.852262,105,107.04216,14.030268,107,93.035676,13.612453,93,159,276.978,278.468,302.998,304.488,303.383,21.070639999999997,#696B5D
959A30X-3.dat,959,A,X,30,3,39.5,296.36831,41.813459,298,103.34128,14.086052,104,104.38739,14.037252,105,88.63964,13.810929,89,39.5,297.43108,38.561728,298,103.69505,13.014988,104,104.74561,12.93303,105,88.99042,12.742344,89,159,276.978,278.468,302.998,304.488,303.393,21.07144,#676858
959A30X-3.dat,959,A,X,30,3,40.5,331.68733,41.525328,335,114.83307,13.498918,116,115.9576,13.800207,117,100.89666,14.288292,102,40.5,331.83351,41.047851,335,114.8807,13.34294,116,116.00583,13.643878,117,100.94698,14.123868,102,159,276.978,278.468,302.998,304.488,303.40299999999996,21.072239999999997,#727464
959A30X-3.dat,959,A,X,30,3,41.5,331.50556,41.815479,333,115.16481,13.859042,116,115.73768,13.909363,116,100.60307,14.189591,101,41.5,331.79257,40.895924,333,115.26048,13.550666,116,115.83289,13.605184,116,100.6992,13.885879,101,159,276.978,278.468,302.998,304.488,303.413,21.073040000000002,#737364
959A30X-3.dat,959,A,X,30,3,42.5,352.07207,69.558714,365,122.05087,22.987676,126,122.53206,23.255848,127,107.48914,23.451644,111,42.5,354.28015,64.507622,365,122.78442,21.297287,126,123.28975,21.466915,127,108.20598,21.885428,111.5,159,276.978,278.468,302.998,304.488,303.423,21.07384,#7A7B6C
959A30X-3.dat,959,A,X,30,3,43.5,361.90832,67.149542,371,125.94224,21.876869,129,125.74775,22.184371,129,110.21834,23.202416,113,43.5,362.90005,64.909877,371,126.26901,21.128984,129,126.07709,21.43647,129,110.55396,22.462271,113,159,276.978,278.468,302.998,304.488,303.433,21.07464,#7E7E6E
959A30X-3.dat,959,A,X,30,3,44.5,385.999,54.788134,393,133.03253,17.601169,136,133.58809,18.011291,136,119.37838,19.296282,121,44.5,386.50326,53.256136,393,133.2,17.073286,136,133.75489,17.500668,136,119.54837,18.804491,122,159,276.978,278.468,302.998,304.488,303.443,21.07544,#858577
959A30X-3.dat,959,A,X,30,3,45.5,354.64335,103.61473,374,122.54955,35.569918,130,122.54213,35.638386,129,109.55167,32.478321,115,45.5,378.64609,49.675935,377.5,130.84258,16.64487,131,130.83749,16.785269,131,116.96602,16.369943,116,159,276.978,278.468,302.998,304.488,303.453,21.07624,#828274
959A30X-3.dat,959,A,X,30,3,46.5,103.4478,170.43738,0,35.877583,59.046115,0,35.903551,59.118913,0,31.666667,52.290187,0,46.5,364.17228,87.974072,387,126.29588,30.08597,134.5,126.39139,30.301524,135,111.48502,27.695116,118,159,276.978,278.468,302.998,304.488,303.46299999999997,21.077039999999997,#7E7E6F
959A30X-3.dat,959,A,X,30,3,47.5,363.44727,135.99744,418,124.85162,46.177159,143,125.67144,46.774817,145,112.92422,43.156465,130,47.5,401.07913,75.127279,425,137.75733,24.815986,145,138.68464,25.467158,146,124.63716,25.006631,132,159,276.978,278.468,302.998,304.488,303.473,21.077840000000002,#898A7C
959A30X-3.dat,959,A,X,30,3,48.5,415.7859,103.10849,452,140.96131,34.180872,152,143.1558,34.900208,155,131.66879,34.213958,144,48.5,432.01434,65.678147,454,146.44567,21.082434,153,148.72642,21.716164,156,136.84225,23.085847,145,159,276.978,278.468,302.998,304.488,303.483,21.07864,#929488
959A30X-3.dat,959,A,X,30,3,49.5,437.24271,56.735469,452,148.54478,17.837875,152,150.66137,18.841143,155,138.03657,20.350879,143,49.5,438.47209,52.464937,452,148.95056,16.34831,153,151.07549,17.379422,155,138.44604,19.042125,143,159,276.978,278.468,302.998,304.488,303.493,21.079439999999998,#94978A
959A30X-3.dat,959,A,X,30,3,50.5,415.07631,44.388296,416,143.49126,14.192242,144,143.45469,14.629208,144,128.13037,15.784436,128,50.5,415.07631,44.388296,416,143.49126,14.192242,144,143.45469,14.629208,144,128.13037,15.784436,128,159,276.978,278.468,302.998,304.488,303.503,21.08024,#8F8F80
959A30X-3.dat,959,A,X,30,3,51.5,421.8283,42.226014,428,144.55273,13.388448,146,145.34022,13.684786,147,131.93535,15.341536,134,51.5,421.8283,42.226014,428,144.55273,13.388448,146,145.34022,13.684786,147,131.93535,15.341536,134,159,276.978,278.468,302.998,304.488,303.513,21.081039999999998,#909183
959A30X-3.dat,959,A,X,30,3,52.5,439.68045,39.109916,447,149.9486,12.354949,152,151.12666,12.652647,153,138.60519,14.35641,141,52.5,439.68045,39.109916,447,149.9486,12.354949,152,151.12666,12.652647,153,138.60519,14.35641,141,159,276.978,278.468,302.998,304.488,303.52299999999997,21.081839999999996,#95978A
959A30X-3.dat,959,A,X,30,3,53.5,465.71065,33.183286,472,157.50238,10.717221,160,160.08532,10.883,162,148.12295,11.805814,150,53.5,465.71065,33.183286,472,157.50238,10.717221,160,160.08532,10.883,162,148.12295,11.805814,150,159,276.978,278.468,302.998,304.488,303.533,21.08264,#9DA094
959A30X-3.dat,959,A,X,30,3,54.5,446.22946,57.755443,458,152.86275,19.215547,157,153.79279,19.691389,158,139.57393,18.974357,143,54.5,450.46413,39.788734,459,154.27837,13.162762,157,155.25375,13.379423,158,140.93201,13.418172,144,159,276.978,278.468,302.998,304.488,303.543,21.08344,#9A9B8C
